Line Number,Lines of Code,Function Name,Module,Source Code
47591,28,bl_utils_dump,BL602 WiFi Driver,
47619,10,stateSnifferGuard,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/wifi_mgmr.c#L381
47629,10,stateConnectedIPYesGuard_ip_update,BL602 WiFi Driver,
47639,10,printErrMsg,BL602 WiFi Driver,
47649,10,stateSnifferExit,BL602 WiFi Driver,
47659,10,stateSnifferAction,BL602 WiFi Driver,
47669,23,stateConnectedIPNoAction_ipgot,BL602 WiFi Driver,
47692,10,stateGlobalEnter,BL602 WiFi Driver,
47702,10,stateGlobalAction,BL602 WiFi Driver,
47712,11,stateConnectingEnter,BL602 WiFi Driver,
47723,17,stateSnifferGuard_ChannelSet,BL602 WiFi Driver,
47740,15,stateIdleGuard_sniffer,BL602 WiFi Driver,
47755,12,stateConnectedIPNoExit,BL602 WiFi Driver,
47767,14,stateDisconnect_action_idle,BL602 WiFi Driver,
47781,26,stateDisconnect_action_reconnect,BL602 WiFi Driver,
47807,12,ip_obtaining_timeout,BL602 WiFi Driver,
47819,51,stateConnectedIPNoEnter,BL602 WiFi Driver,
47870,15,stateConnectedIPNoGuard_disconnect,BL602 WiFi Driver,
47885,15,stateConnectedIPYesGuard_disconnect,BL602 WiFi Driver,
47900,18,stateConnectedIPYesGuard_rcconfig,BL602 WiFi Driver,
47918,43,stateIdleAction_connect,BL602 WiFi Driver,
47961,19,stateGlobal_cfg_req,BL602 WiFi Driver,
47980,16,stateGlobalGuard_fw_powersaving,BL602 WiFi Driver,
47996,16,stateGlobalGuard_conf_max_sta,BL602 WiFi Driver,
48012,31,stateGlobalGuard_AP,BL602 WiFi Driver,
48043,94,stateGlobalGuard_scan_beacon,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/wifi_mgmr.c#L155
48137,11,__reload_tsen,BL602 WiFi Driver,
48148,14,event_cb_wifi_event_mgmr,BL602 WiFi Driver,
48162,15,trigger_auto_denoise,BL602 WiFi Driver,
48177,19,stateDisconnect_exit,BL602 WiFi Driver,
48196,21,disconnect_retry,BL602 WiFi Driver,
48217,16,stateGlobalGuard_fw_disconnect,BL602 WiFi Driver,
48233,20,stateConnectedIPYes_exit,BL602 WiFi Driver,
48253,35,stateGlobalGuard_denoise,BL602 WiFi Driver,
48288,20,stateIdleGuard_connect,BL602 WiFi Driver,
48308,21,stateIfaceDownGuard_phyup,BL602 WiFi Driver,
48329,17,stateSnifferGuard_raw_send,BL602 WiFi Driver,
48346,26,stateGlobalGuard_stop,BL602 WiFi Driver,
48372,16,stateGlobalGuard_enable_autoreconnect,BL602 WiFi Driver,
48388,28,stateGlobalGuard_disable_autoreconnect,BL602 WiFi Driver,
48416,42,stateDisconnect_enter,BL602 WiFi Driver,
48458,32,stateGlobalGuard_fw_scan,BL602 WiFi Driver,
48490,9,stateDisconnect_guard,BL602 WiFi Driver,
48499,10,stateGlobalExit,BL602 WiFi Driver,
48509,10,stateSnifferEnter,BL602 WiFi Driver,
48519,9,stateConnectingGuard,BL602 WiFi Driver,
48528,10,stateConnectingAction_connected,BL602 WiFi Driver,
48538,10,stateConnectingAction_disconnect,BL602 WiFi Driver,
48548,10,stateConnectingExit,BL602 WiFi Driver,
48558,10,stateIdleAction_sniffer,BL602 WiFi Driver,
48568,10,stateIdleEnter,BL602 WiFi Driver,
48578,10,stateIdleExit,BL602 WiFi Driver,
48588,10,stateIfaceDownAction_phyup,BL602 WiFi Driver,
48598,10,stateIfaceDownEnter,BL602 WiFi Driver,
48608,10,stateIfaceDownExit,BL602 WiFi Driver,
48618,9,stateConnectedIPNoGuard,BL602 WiFi Driver,
48627,10,stateConnectedIPNoAction_disconnect,BL602 WiFi Driver,
48637,9,stateConnectedIPYesGuard,BL602 WiFi Driver,
48646,10,stateConnectedIPYes_action,BL602 WiFi Driver,
48656,16,stateConnectedIPYes_enter,BL602 WiFi Driver,
48672,32,wifi_mgmr_auth_to_str,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/wifi_mgmr.c#L93
48704,33,wifi_mgmr_cipher_to_str,BL602 WiFi Driver,
48737,24,wifi_mgmr_event_notify,BL602 WiFi Driver,
48761,53,wifi_mgmr_start,BL602 WiFi Driver,
48814,18,_wifi_mgmr_entry,BL602 WiFi Driver,
48832,15,wifi_mgmr_start_background,BL602 WiFi Driver,
48847,15,wifi_mgmr_init,BL602 WiFi Driver,
48862,81,wifi_mgmr_state_get_internal,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/wifi_mgmr.c#L1445
48943,25,wifi_mgmr_set_connect_stat_info,BL602 WiFi Driver,
48968,13,wifi_mgmr_set_country_code_internal,BL602 WiFi Driver,
48981,12,wifi_mgmr_ap_sta_cnt_get_internal,BL602 WiFi Driver,
48993,20,wifi_mgmr_ap_sta_info_get_internal,BL602 WiFi Driver,
49013,10,wifi_mgmr_ap_sta_delete_internal,BL602 WiFi Driver,
49023,12,wifi_mgmr_scan_complete_notify,BL602 WiFi Driver,
49035,77,wifi_mgmr_api_connect,BL602 WiFi Driver,
49112,60,wifi_mgmr_api_cfg_req,BL602 WiFi Driver,
49172,49,wifi_mgmr_api_ip_got,BL602 WiFi Driver,
49221,29,wifi_mgmr_api_ip_update,BL602 WiFi Driver,
49250,29,wifi_mgmr_api_reconnect,BL602 WiFi Driver,
49279,29,wifi_mgmr_api_disable_autoreconnect,BL602 WiFi Driver,
49308,29,wifi_mgmr_api_enable_autoreconnect,BL602 WiFi Driver,
49337,29,wifi_mgmr_api_disconnect,BL602 WiFi Driver,
49366,29,wifi_mgmr_api_rate_config,BL602 WiFi Driver,
49395,29,wifi_mgmr_api_conf_max_sta,BL602 WiFi Driver,
49424,29,wifi_mgmr_api_ifaceup,BL602 WiFi Driver,
49453,29,wifi_mgmr_api_sniffer_enable,BL602 WiFi Driver,
49482,43,wifi_mgmr_api_scan_item_beacon,BL602 WiFi Driver,
49525,29,wifi_mgmr_api_fw_disconnect,BL602 WiFi Driver,
49554,29,wifi_mgmr_api_fw_tsen_reload,BL602 WiFi Driver,
49583,29,wifi_mgmr_api_fw_scan,BL602 WiFi Driver,
49612,31,wifi_mgmr_api_fw_powersaving,BL602 WiFi Driver,
49643,62,wifi_mgmr_api_ap_start,BL602 WiFi Driver,
49705,29,wifi_mgmr_api_ap_stop,BL602 WiFi Driver,
49734,29,wifi_mgmr_api_idle,BL602 WiFi Driver,
49763,28,wifi_mgmr_api_denoise_enable,BL602 WiFi Driver,
49791,28,wifi_mgmr_api_denoise_disable,BL602 WiFi Driver,
49819,29,wifi_mgmr_api_raw_send,BL602 WiFi Driver,
49848,10,wifi_mgmr_api_set_country_code,BL602 WiFi Driver,
49858,9,cmd_rf_dump,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/wifi_mgmr_cli.c#L300
49867,10,cmd_dump_reset,BL602 WiFi Driver,
49877,14,cmd_wifi_power_table_update,BL602 WiFi Driver,
49891,65,cmd_wifi_state_get,BL602 WiFi Driver,
49956,93,wifi_sta_get_state_cmd,BL602 WiFi Driver,
50049,41,wifi_edca_dump_cmd,BL602 WiFi Driver,
50090,67,wifi_ap_sta_list_get_cmd,BL602 WiFi Driver,
50157,87,wifi_ap_sta_delete_cmd,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/wifi_mgmr_cli.c#L177
50244,10,cmd_wifi_coex_pta_force_off,BL602 WiFi Driver,
50254,10,cmd_wifi_coex_pta_force_on,BL602 WiFi Driver,
50264,10,cmd_wifi_coex_pti_force_off,BL602 WiFi Driver,
50274,10,cmd_wifi_coex_pti_force_on,BL602 WiFi Driver,
50284,10,cmd_wifi_coex_rf_force_off,BL602 WiFi Driver,
50294,10,cmd_wifi_coex_rf_force_on,BL602 WiFi Driver,
50304,11,cmd_wifi_mib,BL602 WiFi Driver,
50315,122,cmd_wifi_cfg,BL602 WiFi Driver,
50437,13,cmd_wifi_ap_stop,BL602 WiFi Driver,
50450,39,cmd_wifi_ap_start,BL602 WiFi Driver,
50489,11,wifi_sniffer_off_cmd,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/wifi_mgmr_cli.c#L667
50500,11,wifi_sniffer_on_cmd,BL602 WiFi Driver,
50511,37,wifi_denoise_disable_cmd,BL602 WiFi Driver,
50548,37,wifi_denoise_enable_cmd,BL602 WiFi Driver,
50585,10,wifi_power_saving_off_cmd,BL602 WiFi Driver,
50595,10,wifi_power_saving_on_cmd,BL602 WiFi Driver,
50605,10,wifi_rc_fixed_disable,BL602 WiFi Driver,
50615,10,wifi_disable_autoreconnect_cmd,BL602 WiFi Driver,
50625,10,wifi_enable_autoreconnect_cmd,BL602 WiFi Driver,
50635,12,wifi_disconnect_cmd,BL602 WiFi Driver,
50647,14,wifi_sta_ip_unset_cmd,BL602 WiFi Driver,
50661,47,wifi_sta_ip_info,BL602 WiFi Driver,
50708,24,cmd_wifi_raw_send,BL602 WiFi Driver,
50732,10,wifi_scan_cmd,BL602 WiFi Driver,
50742,16,sniffer_cb,BL602 WiFi Driver,
50758,19,cmd_wifi_dump,BL602 WiFi Driver,
50777,19,cmd_wifi_ap_conf_max_sta,BL602 WiFi Driver,
50796,15,wifi_mon_cmd,BL602 WiFi Driver,
50811,42,wifi_rc_fixed_enable,BL602 WiFi Driver,
50853,18,wifi_connect_cmd,BL602 WiFi Driver,
50871,54,wifi_sta_ip_set_cmd,BL602 WiFi Driver,
50925,14,wifi_scan_filter_cmd,BL602 WiFi Driver,
50939,36,wifi_capcode_cmd,BL602 WiFi Driver,
50975,54,wifi_mgmr_cli_scanlist,BL602 WiFi Driver,
51029,15,wifi_mgmr_ext_dump_needed,BL602 WiFi Driver,
51044,9,wifi_mgmr_cli_init,BL602 WiFi Driver,
51053,19,mac_is_unvalid,BL602 WiFi Driver,
51072,17,wifi_mgmr_psk_cal,BL602 WiFi Driver,
51089,15,wifi_mgmr_drv_init,BL602 WiFi Driver,
51104,43,wifi_mgmr_sta_enable,BL602 WiFi Driver,
51147,10,wifi_mgmr_sta_disable,BL602 WiFi Driver,
51157,12,wifi_mgmr_sta_ip_get,BL602 WiFi Driver,
51169,15,wifi_mgmr_sta_dns_get,BL602 WiFi Driver,
51184,17,wifi_mgmr_sta_ip_set,BL602 WiFi Driver,
51201,11,wifi_mgmr_sta_ip_unset,BL602 WiFi Driver,
51212,10,wifi_mgmr_sta_disconnect,BL602 WiFi Driver,
51222,21,wifi_mgmr_sta_powersaving,BL602 WiFi Driver,
51243,9,wifi_mgmr_sta_autoconnect_enable,BL602 WiFi Driver,
51252,9,wifi_mgmr_sta_autoconnect_disable,BL602 WiFi Driver,
51261,18,wifi_mgmr_sta_ssid_set,BL602 WiFi Driver,
51279,18,wifi_mgmr_sta_psk_set,BL602 WiFi Driver,
51297,18,wifi_mgmr_sta_connect,BL602 WiFi Driver,
51315,35,wifi_mgmr_ap_enable,BL602 WiFi Driver,
51350,11,wifi_mgmr_ap_start,BL602 WiFi Driver,
51361,10,wifi_mgmr_ap_stop,BL602 WiFi Driver,
51371,12,wifi_mgmr_ap_sta_cnt_get,BL602 WiFi Driver,
51383,20,wifi_mgmr_ap_sta_info_get,BL602 WiFi Driver,
51403,10,wifi_mgmr_ap_sta_delete,BL602 WiFi Driver,
51413,10,wifi_mgmr_sniffer_register,BL602 WiFi Driver,
51423,10,wifi_mgmr_sniffer_unregister,BL602 WiFi Driver,
51433,10,wifi_mgmr_sniffer_enable,BL602 WiFi Driver,
51443,10,wifi_mgmr_sniffer_disable,BL602 WiFi Driver,
51453,37,wifi_mgmr_rate_config,BL602 WiFi Driver,
51490,37,wifi_mgmr_conf_max_sta,BL602 WiFi Driver,
51527,81,wifi_mgmr_state_get,BL602 WiFi Driver,
51608,10,wifi_mgmr_rssi_get,BL602 WiFi Driver,
51618,14,wifi_mgmr_raw_80211_send,BL602 WiFi Driver,
51632,12,wifi_mgmr_scan,BL602 WiFi Driver,
51644,88,wifi_mgmr_cfg_req,BL602 WiFi Driver,
51732,17,wifi_mgmr_scan_filter_hidden_ssid,BL602 WiFi Driver,
51749,18,wifi_mgmr_scan_complete_callback,BL602 WiFi Driver,
51767,15,wifi_mgmr_status_code_str,BL602 WiFi Driver,
51782,45,wifi_mgmr_profile_add,BL602 WiFi Driver,
51827,46,wifi_mgmr_profile_get,BL602 WiFi Driver,
51873,9,wifi_mgmr_profile_autoreconnect_is_enabled,BL602 WiFi Driver,
51882,10,wifi_mgmr_profile_autoreconnect_disable,BL602 WiFi Driver,
51892,10,wifi_mgmr_profile_autoreconnect_enable,BL602 WiFi Driver,
51902,10,wifi_netif_dhcp_start,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/wifi_netif.c#L35
51912,10,cb_rssi_ind,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/wifi_mgmr_event.c#L78
51922,10,cb_probe_resp_ind,BL602 WiFi Driver,
51932,14,cb_beacon_ind,BL602 WiFi Driver,
51946,34,cb_disconnect_ind,BL602 WiFi Driver,
51980,30,cb_connect_ind,BL602 WiFi Driver,
52010,36,cb_event_ind,BL602 WiFi Driver,
52046,15,wifi_mgmr_event_init,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/wifi_mgmr_event.c#L119
52061,17,cmd_mgr_print,BL602 WiFi Driver,
52078,34,cmd_complete,BL602 WiFi Driver,
52112,39,cmd_mgr_msgind,BL602 WiFi Driver,
52151,51,cmd_mgr_llind,BL602 WiFi Driver,
52202,83,cmd_mgr_queue,BL602 WiFi Driver,
52285,32,cmd_mgr_drain,BL602 WiFi Driver,
52317,21,bl_cmd_mgr_init,BL602 WiFi Driver,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/bl602/bl602_wifidrv/bl60x_wifi_driver/bl_cmds.c#L296
52338,9,bl_irqs_init,BL602 HAL (IRQ),
52347,34,bl_irq_bottomhalf,BL602 HAL (IRQ),
52381,22,goToErrorState,,
52403,14,stateM_init,,
52417,76,stateM_handleEvent,,
52493,35,netif_status_callback,,
52528,29,wifi_tx,,
52557,15,bl606a0_wifi_netif_init,,
52572,26,bl606a0_wifi_init,,
52598,11,fdt32_ld,,
52609,30,nextprop_,,
52639,30,fdt_get_property_by_offset_,,
52669,67,fdt_get_string,,
52736,42,fdt_get_name,,
52778,41,fdt_subnode_offset_namelen,,
52819,14,fdt_subnode_offset,,
52833,17,fdt_first_property_offset,,
52850,64,fdt_next_property_offset,,
52914,25,fdt_getprop_namelen,,
52939,16,fdt_getprop,,
52955,32,fdt_stringlist_count,,
52987,53,fdt_stringlist_get,,
53040,11,blfdt,,
53051,9,blfdt_cli_init,,
53060,11,fdt32_ld,,
53071,34,fdt_ro_probe_,,
53105,38,fdt_offset_ptr,,
53143,61,fdt_next_tag,,
53204,16,fdt_check_node_offset_,,
53220,16,fdt_check_prop_offset_,,
53236,43,fdt_next_node,,
53279,9,fdt32_to_cpu,,
53288,11,fdt64_to_cpu,,
53299,11,fdt32_ld,,
53310,35,util_is_printable_string,,
53345,62,utilfdt_print_data,,
53407,187,tc_blfdtdump,,
53594,341,tc_fdt_wifi_module,,
53935,20,tc_fdt_wifi,,
53955,66,cmd_blog_info_dump,,
54021,104,cmd_blog_set_level,,
54125,33,blog_init,,
54158,13,ota_dump_cmd,,
54171,209,ota_tcp_cmd,,
54380,15,ota_tcp_cmd,,
54395,11,bl_sys_ota_cli_init,BL602 HAL (System),
54406,22,cmd_sys_time_now,BL602 HAL (System),
54428,9,bl_sys_time_cli_init,BL602 HAL (System),
54437,13,bl_sys_time_update,BL602 HAL (System),
54450,26,bl_sys_time_get,BL602 HAL (System),
54476,28,bl_sys_time_sync_state,BL602 HAL (System),
54504,31,cli_command_get,,
54535,10,exit_cmd,,
54545,42,cb_idnoe,,
54587,10,ota_cmd,,
54597,10,tftp_ota_thread,,
54607,28,cat_cmd,,
54635,27,hexdump_cmd,,
54662,24,aos_cli_init,AliOS (CLI),
54686,9,aos_cli_event_cb_read_get,AliOS (CLI),
54695,19,cli_putstr,,
54714,38,ps_cmd,,
54752,45,aos_cli_printf,AliOS (CLI),
54797,66,proc_onecmd,,
54863,106,ls_cmd,,
54969,31,uptime_cmd,,
55000,11,reset_cmd,,
55011,11,poweroff_cmd,,
55022,13,reboot_cmd,,
55035,32,version_cmd,,
55067,10,devname_cmd,,
55077,35,echo_cmd,,
55112,54,mmem_cmd,,
55166,91,pmem_cmd,,
55257,46,help_cmd,,
55303,27,cli_getchar,,
55330,408,cli_main_input,,
55738,26,console_cb_read,,
55764,86,get_dns_request,,
55850,27,dns_server_init,,
55877,33,easyflash_init,,
55910,18,get_status,,
55928,44,update_sector_cache,,
55972,26,get_next_sector_addr,,
55998,13,gc_check_cb,,
56011,61,update_env_cache,,
56072,22,find_env_cb,,
56094,24,sector_statistics_cb,,
56118,24,alloc_env_cb,,
56142,31,write_status,,
56173,64,read_env,,
56237,38,update_sec_status,,
56275,37,format_sector,,
56312,18,check_sec_hdr_cb,,
56330,60,print_env_cb,,
56390,66,get_next_env_addr,,
56456,124,read_sector_meta_data,,
56580,33,sector_iterator,,
56613,33,alloc_env,,
56646,23,gc_collect,,
56669,19,new_env,,
56688,15,check_and_recovery_gc_cb,,
56703,40,env_iterator,,
56743,48,find_env,,
56791,64,del_env,,
56855,63,move_env,,
56918,41,check_and_recovery_env_cb,,
56959,37,do_gc,,
56996,95,create_env_blob,,
57091,68,ef_get_env_blob,BL602 Easy Flash,https://github.com/lupyuen/bl_iot_sdk/blob/master/components/stage/easyflash4/src/ef_env.c#L834
57159,35,ef_del_env,BL602 Easy Flash,
57194,93,ef_set_env_blob,BL602 Easy Flash,
57287,14,ef_set_env,BL602 Easy Flash,
57301,9,ef_save_env,BL602 Easy Flash,
57310,55,ef_env_set_default,BL602 Easy Flash,
57365,26,ef_print_env,BL602 Easy Flash,
57391,31,ef_load_env,BL602 Easy Flash,
57422,43,ef_env_init,BL602 Easy Flash,
57465,12,ef_port_read,BL602 Easy Flash,
57477,19,ef_port_write,BL602 Easy Flash,
57496,10,ef_port_env_lock,BL602 Easy Flash,
57506,10,ef_port_env_unlock,BL602 Easy Flash,
57516,27,ef_log_debug,BL602 Easy Flash,
57543,20,ef_port_erase,BL602 Easy Flash,
57563,35,ef_log_info,BL602 Easy Flash,
57598,29,ef_port_init,BL602 Easy Flash,
57627,33,ef_print,BL602 Easy Flash,
57660,18,ef_calc_crc32,BL602 Easy Flash,
57678,9,psm_get_cmd,,
57687,108,psm_test_cmd,,
57795,54,psm_erase_cmd,,
57849,23,psm_dump_cmd,,
57872,16,psm_unset_cmd,,
57888,16,psm_set_cmd,,
57904,12,easyflash_cli_init,,
57916,20,xEventGroupCreateStatic,FreeRTOS,
57936,82,"xEventGroup,EventBits_t",FreeRTOS,
58018,55,xEventGroupSetBits,FreeRTOS,
58073,33,vEventGroupDelete,FreeRTOS,
58106,17,vListInitialise,FreeRTOS,
58123,10,vListInitialiseItem,FreeRTOS,
58133,20,vListInsertEnd,FreeRTOS,
58153,29,vListInsert,FreeRTOS,
58182,25,uxListRemove,FreeRTOS,
58207,61,prvCopyDataToQueue,FreeRTOS,
58268,26,prvCopyDataFromQueue,FreeRTOS,
58294,52,prvUnlockQueue,FreeRTOS,
58346,82,xQueueGenericReset,FreeRTOS,
58428,36,"uxQueueLength,UBaseType_t",FreeRTOS,
58464,29,xQueueCreateCountingSemaphore,FreeRTOS,
58493,90,"xQueue,void",FreeRTOS,
58583,18,xQueueCreateMutexStatic,FreeRTOS,
58601,29,xQueueGiveMutexRecursive,FreeRTOS,
58630,62,xQueueCreateMutex,FreeRTOS,
58692,42,xQueueGiveFromISR,FreeRTOS,
58734,86,xQueueReceive,FreeRTOS,
58820,116,xQueueSemaphoreTake,FreeRTOS,
58936,27,xQueueTakeMutexRecursive,FreeRTOS,
58963,17,uxQueueMessagesWaiting,FreeRTOS,
58980,52,vQueueDelete,FreeRTOS,
59032,26,vQueueAddToRegistry,FreeRTOS,
59058,25,vQueueWaitForMessageRestricted,FreeRTOS,
59083,22,prvInitialiseNewStreamBuffer,FreeRTOS,
59105,56,prvWriteBytesToBuffer,FreeRTOS,
59161,141,prvReadBytesFromBuffer,FreeRTOS,
59302,28,vStreamBufferDelete,FreeRTOS,
59330,27,xStreamBufferSpacesAvailable,FreeRTOS,
59357,90,xStreamBufferSend,FreeRTOS,
59447,60,xStreamBufferSendFromISR,FreeRTOS,
59507,89,xStreamBufferReceive,FreeRTOS,
59596,62,xStreamBufferReceiveFromISR,FreeRTOS,
59658,14,xStreamBufferIsEmpty,FreeRTOS,
59672,10,prvResetNextTaskUnblockTime,FreeRTOS,
59682,54,prvInitialiseNewTask,FreeRTOS,
59736,28,prvDeleteTCB,FreeRTOS,
59764,34,prvAddCurrentTaskToDelayedList,FreeRTOS,
59798,10,vTaskEnterCritical,FreeRTOS,
59808,10,vTaskExitCritical,FreeRTOS,
59818,56,prvAddNewTaskToReadyList,FreeRTOS,
59874,32,prvIdleTask,FreeRTOS,
59906,35,"*pxTaskCode,char",FreeRTOS,
59941,35,"*pxTaskCode,char",FreeRTOS,
59976,54,vTaskDelete,FreeRTOS,
60030,47,eTaskGetState,FreeRTOS,
60077,38,vTaskStartScheduler,FreeRTOS,
60115,10,vTaskSuspendAll,FreeRTOS,
60125,8,xTaskGetTickCount,FreeRTOS,
60133,14,xTaskGetTickCount2,FreeRTOS,
60147,9,xTaskGetTickCountFromISR,FreeRTOS,
60156,15,pcTaskGetName,FreeRTOS,
60171,83,xTaskIncrementTick,FreeRTOS,
60254,66,xTaskResumeAll,FreeRTOS,
60320,25,vTaskDelay,FreeRTOS,
60345,36,vTaskSwitchContext,FreeRTOS,
60381,14,vTaskPlaceOnEventList,FreeRTOS,
60395,22,vTaskPlaceOnUnorderedEventList,FreeRTOS,
60417,18,vTaskPlaceOnEventListRestricted,FreeRTOS,
60435,30,xTaskRemoveFromEventList,FreeRTOS,
60465,30,vTaskRemoveFromUnorderedEventList,FreeRTOS,
60495,27,vTaskSetTimeOutState,FreeRTOS,
60522,14,vTaskInternalSetTimeOutState,FreeRTOS,
60536,48,xTaskCheckForTimeOut,FreeRTOS,
60584,10,vTaskMissedYield,FreeRTOS,
60594,161,vTaskGetInfo,FreeRTOS,
60755,29,uxTaskGetStackHighWaterMark,FreeRTOS,
60784,9,xTaskGetCurrentTaskHandle,FreeRTOS,
60793,15,xTaskGetSchedulerState,FreeRTOS,
60808,39,xTaskPriorityInherit,FreeRTOS,
60847,44,xTaskPriorityDisinherit,FreeRTOS,
60891,70,vTaskPriorityDisinheritAfterTimeout,FreeRTOS,
60961,14,vTaskEnterCritical,FreeRTOS,
60975,12,vTaskExitCritical,FreeRTOS,
60987,51,vTaskList,FreeRTOS,
61038,13,uxTaskResetEventItemValue,FreeRTOS,
61051,12,pvTaskIncrementMutexHeldCount,FreeRTOS,
61063,208,ulTaskNotifyTake,FreeRTOS,
61271,38,vTaskNotifyGiveFromISR,FreeRTOS,
61309,24,xTaskNotifyStateClear,FreeRTOS,
61333,52,prvCheckForValidListAndQueue,FreeRTOS,
61385,103,xTimerCreateTimerTask,FreeRTOS,
61488,42,prvSwitchTimerLists,FreeRTOS,
61530,123,prvTimerTask,FreeRTOS,
61653,19,pvTimerGetTimerID,FreeRTOS,
61672,16,vPortSetupTimerInterrupt,FreeRTOS,
61688,107,xPortStartScheduler,FreeRTOS,
61795,11,xPortStartFirstTask,FreeRTOS,
61806,24,pxPortInitialiseStack,FreeRTOS,
61830,35,prvInsertBlockIntoFreeList,FreeRTOS,
61865,65,pvPortMalloc,FreeRTOS,
61930,42,vPortFree,FreeRTOS,
61972,9,xPortGetFreeHeapSize,FreeRTOS,
61981,78,vPortDefineHeapRegions,FreeRTOS,
62059,47,uart_generic_notify_handler,BL602 HAL (UART),
62106,10,UART0_IRQHandler,BL602 HAL (UART),
62116,12,UART1_IRQHandler,BL602 HAL (UART),
62128,49,bl_uart_init,BL602 HAL (UART),
62177,19,bl_uart_data_send,BL602 HAL (UART),
62196,23,bl_uart_data_recv,BL602 HAL (UART),
62219,13,bl_uart_int_rx_enable,BL602 HAL (UART),
62232,12,bl_uart_int_rx_disable,BL602 HAL (UART),
62244,10,bl_uart_int_tx_enable,BL602 HAL (UART),
62254,10,bl_uart_int_tx_disable,BL602 HAL (UART),
62264,15,bl_uart_flush,BL602 HAL (UART),
62279,14,bl_uart_getdefconfig,BL602 HAL (UART),
62293,19,bl_uart_setconfig,BL602 HAL (UART),
62312,10,bl_uart_setbaud,BL602 HAL (UART),
62322,29,bl_uart_int_enable,BL602 HAL (UART),
62351,29,bl_uart_int_disable,BL602 HAL (UART),
62380,19,bl_uart_int_rx_notify_register,BL602 HAL (UART),
62399,21,bl_uart_int_tx_notify_register,BL602 HAL (UART),
62420,47,bl_chip_info,BL602 HAL (Chip),
62467,10,bl_chip_banner,BL602 HAL (Chip),
62477,23,bl_chip_memory_ram,BL602 HAL (Chip),
62500,25,_cb_cmd,BL602 HAL,
62525,374,bl_cks_test,BL602 HAL (CKS),
62899,24,_cb_cmd,BL602 HAL,
62923,59,bl_dma_int_process,BL602 HAL (DMA),
62982,18,bl_dma_int_clear,BL602 HAL (DMA),
63000,39,bl_dma_IRQHandler,BL602 HAL (DMA),
63039,16,bl_dma_copy,BL602 HAL (DMA),
63055,77,bl_dma_irq_register,BL602 HAL (DMA),
63132,74,bl_dma_init,BL602 HAL (DMA),
63206,43,bl_dma_test,BL602 HAL (DMA),
63249,26,_irq_num_check,BL602 HAL (IRQ),
63275,10,bl_irq_enable,BL602 HAL (IRQ),
63285,10,bl_irq_disable,BL602 HAL (IRQ),
63295,34,bl_irq_exception_trigger,BL602 HAL (IRQ),
63329,61,bl_irq_register_with_ctx,BL602 HAL (IRQ),
63390,13,bl_irq_ctx_get,BL602 HAL (IRQ),
63403,10,bl_irq_register,BL602 HAL (IRQ),
63413,29,bl_irq_unregister,BL602 HAL (IRQ),
63442,32,interrupt_entry,BL602 HAL (IRQ),
63474,77,exception_entry,BL602 HAL (IRQ),
63551,24,bl_irq_init,BL602 HAL (IRQ),
63575,16,_trng_trigger,BL602 HAL (RNG),
63591,32,wait_trng4feed,BL602 HAL (RNG),
63623,32,sec_trng_IRQHandler,BL602 HAL (RNG),
63655,11,bl_sec_pka_IRQHandler,BL602 HAL (Security),
63666,17,bl_sec_get_random_word,BL602 HAL (Security),
63683,36,bl_rand_stream,BL602 HAL (RNG),
63719,21,bl_rand,BL602 HAL (RNG),
63740,17,bl_sec_init,BL602 HAL (Security),
63757,17,bl_sec_test,BL602 HAL (Security),
63774,27,_dump_rsa_data,BL602 HAL (PKA),
63801,57,_pka_test_case_xgcd,BL602 HAL (PKA),
63858,106,_pka_test_case2,BL602 HAL (PKA),
63964,14,bl_pka_test,BL602 HAL (PKA),
63978,20,int_timer_cb,,
63998,13,bl_timer_now_us,BL602 HAL (Timer),
64011,26,bl_timer_tick_enable,BL602 HAL (Timer),
64037,60,cmd_gpio_get,,
64097,67,cmd_gpio_set,,
64164,83,cmd_gpio_func,,
